Date,Mentions,Sentiment,Open,Close,Up,Normalized SPY,Normalized Sentiment
2018-08-01,85,0.094718809524,268.4715795532076,267.8041076660156,0,0.2762727388692574,0.36190932678434495
2018-08-02,127,0.027789378616666673,266.40242650949835,269.2629699707031,1,0.2847303889609656,0.2457385536868643
2018-08-03,97,0.1025514058904762,269.3964500323987,270.4167175292969,1,0.29141915808838426,0.37550452344026575
2018-08-06,101,0.004155661874999991,270.45484130259905,271.4083557128906,1,0.29716810968406615,0.20471703134869262
2018-08-07,120,0.06387430887826089,272.123546496484,272.3046875,1,0.3023645292481938,0.3083719003152272
2018-08-08,96,0.07281437271153846,272.12352268087284,272.19024658203125,1,0.3017010661939743,0.32388935075479
2018-08-09,152,0.10629439442,272.2570289887827,271.81842041015625,0,0.2995454304999452,0.38200130468097016
2018-08-10,99,-0.08325132799666667,270.27365866148074,269.99713134765625,0,0.2889866371463943,0.05300294309394532
2018-08-13,106,0.184252498425,270.29279108932815,268.9864807128906,0,0.2831274622219715,0.5173147697545594
2018-08-14,127,0.12428589651724141,269.7683636213291,270.7027893066406,1,0.2930776388004519,0.4132295204223425
2018-08-15,141,-0.022972616018750006,269.2534500133065,268.68133544921875,0,0.2813584043342008,0.15762992821638544
2018-08-16,222,-0.05117516084516128,270.2259931243525,270.8553161621094,1,0.29396190235911557,0.10867819814211145
2018-08-17,197,0.08740910320967742,270.63603497949737,271.8088684082031,1,0.29949005345035307,0.349221721016023
2018-08-20,191,-0.04192867703666666,272.2952371795617,272.3905944824219,1,0.30286256884756124,0.12472750795849691
2018-08-21,174,0.18442689312162167,272.9435755988971,273.0293884277344,1,0.3065659311544735,0.5176174701728357
2018-08-22,142,0.11167086680588234,272.5907821646023,272.8673095703125,1,0.3056262905462177,0.3913333570402675
2018-08-23,191,0.007488237843750011,272.67656949075166,272.50494384765625,0,0.30352550113133736,0.21050145116890295
2018-08-24,228,0.015419571390625005,273.124691014876,274.14495849609375,1,0.3130333690070046,0.2242680279549831
2018-08-27,337,0.05990151049615385,275.4321716220938,276.3094177246094,1,0.32558166690580825,0.30147623344411945
2018-08-28,218,-0.018161539114814815,276.80527374744355,276.4429626464844,0,0.326355884059212,0.1659806121499664
2018-08-29,297,0.020001635413513526,276.6717737846026,277.930419921875,1,0.33497931145273463,0.23222120957784953
2018-08-30,362,0.08097161551999998,277.41556120960456,276.8052978515625,0,0.3284564965506114,0.33804804283622836
2018-08-31,304,0.14277113730322583,276.366666312994,276.8148193359375,1,0.32851169667672253,0.44531472843754466
2018-09-04,380,0.06276591160888889,276.3666780055283,276.33807373046875,0,0.32574779805458487,0.3064480326543717
2018-09-05,406,0.11962703087391309,275.9566394882148,275.59429931640625,0,0.32143581897260187,0.40514303266642404
2018-09-06,436,0.051743040105128216,275.708740649734,274.7647705078125,0,0.3166266849086572,0.2873154106226825
2018-09-07,302,0.1308151886888889,273.63959959612794,274.23077392578125,1,0.3135308778359287,0.4245625455067752
2018-09-10,301,-0.06944595580857145,275.3177536492756,274.70751953125,0,0.31629477645806636,0.07696520809825984
2018-09-11,446,0.08587725418222221,274.0114449803956,275.61334228515625,1,0.32154621922482396,0.3465628595349731
2018-09-12,521,0.013703323516326542,275.622936713769,275.6801452636719,1,0.3219335047250069,0.22128910164885318
2018-09-13,604,0.07398535193333333,276.8243353047614,277.31060791015625,1,0.3313859955510823,0.32592184318200546
2018-09-14,351,0.010499428833333336,277.52990197732015,277.3582763671875,0,0.3316623500285998,0.21572803655087627
2018-09-17,362,-0.01183389523333334,277.3010738944937,275.8898620605469,0,0.32314932288729925,0.17696363220006972
2018-09-18,383,0.11459884712608698,276.1187416751979,277.3869323730469,1,0.3318284811773764,0.3964155119727265
2018-09-19,346,0.05363234304390246,277.4441164911031,277.6824951171875,1,0.3335419850920738,0.29059471212035437
2018-09-20,481,0.08830173615833332,279.0365537700311,279.9328308105469,1,0.34658814566676366,0.35077108216151387
2018-09-21,462,0.11434410767500006,280.73065229679366,279.6770324707031,0,0.3451051730479724,0.3959733555316809
2018-09-24,404,0.14338118925200002,279.05446824468186,278.7479553222656,0,0.33971891458859726,0.4463736080000624
2018-09-25,371,0.1654166543510639,279.2364563387582,278.4893493652344,0,0.33821966500954237,0.48462101248890477
2018-09-26,349,0.0655594614387755,278.64263169772056,277.65606689453125,0,0.33338876935741935,0.3112968538534282
2018-09-27,327,0.037604731953191486,278.16363228904606,278.43182373046875,1,0.3378861642476214,0.2627752619013381
2018-09-28,456,0.11986696315272728,277.7614051640543,278.46063232421875,1,0.3380531800138036,0.40555948799770386
2018-10-01,603,0.09886249957068968,279.7920213231306,279.4280700683594,0,0.343661831288953,0.3691016137898443
2018-10-02,886,0.08803781218448276,279.2651672363281,279.2651672363281,0,0.34271741374670683,0.3503129839576964
2018-10-03,778,0.16508781552142857,280.39540349183187,279.4184265136719,0,0.3436059234689175,0.4840502402509621
2018-10-04,912,0.024186579428070176,278.9011743978468,277.23455810546875,0,0.3309451022361183,0.2394851019335733
2018-10-05,680,0.058779447900000004,277.4740309205586,275.6828918457031,0,0.3219494278383084,0.29952864659791667
2018-10-08,462,0.054735605772,274.94534335793054,275.6828918457031,1,0.3219494278383084,0.29250966765359626
2018-10-09,272,-0.02126533402127659,275.2710201817057,275.28057861328125,1,0.31961704558663495,0.16059329226794153
2018-10-10,527,-0.0749637407526316,274.73465901585365,266.5643615722656,0,0.2690853993720279,0.06738787666054591
2018-10-11,339,0.09624201463653849,265.39576442174985,260.6928405761719,0,0.2350456754505048,0.3645531848466469
2018-10-12,386,0.16678427686938777,265.09884516016996,264.3134460449219,0,0.2560358772511966,0.48699482268130256
2018-10-15,226,0.020612902046341475,263.93029608929925,262.82879638671875,0,0.2474287268179376,0.2332821974921594
2018-10-16,302,0.129069223322,264.93599936038777,268.57574462890625,1,0.2807462490895076,0.4215320379449563
2018-10-17,230,0.15329361731162788,268.6140695648291,268.6236572265625,1,0.28102401895487406,0.4635788107837897
2018-10-18,387,0.09285799675102042,267.6179075530585,264.7444152832031,0,0.2585343906516464,0.3586794762463058
2018-10-19,408,0.06672251897234044,265.44372608704805,264.600830078125,0,0.25770196567295245,0.31331559644543017
2018-10-22,248,0.08513529482285714,265.31916008028827,263.4130859375,0,0.25081610378756025,0.34527502559979906
2018-10-23,509,0.018767811051020412,259.5243084249584,262.0721130371094,1,0.2430419091034386,0.23007963556303707
2018-10-24,1064,0.11613943527368421,261.80388843670676,254.13168334960938,0,0.19700783470251482,0.39908954212216824
2018-10-25,675,-0.004462366318518524,256.1048528884476,258.69097900390625,1,0.22344002585913603,0.18975854471217715
2018-10-26,442,-0.008959198351219513,254.7064118365557,254.14126586914062,0,0.19706338867558815,0.1819533019864221
2018-10-29,485,0.016013271353333327,257.4649638969015,252.7332763671875,0,0.18890067002691535,0.22529852504304687
2018-10-30,660,0.011374954721428573,252.55124978137442,256.47833251953125,1,0.21061236578363585,0.2172477046237709
2018-10-31,417,0.14782198197358487,259.2369500517184,259.2178039550781,0,0.22649425591380012,0.454081582154907
2018-11-01,511,0.05787495762558141,260.14691858445525,261.97637939453125,1,0.2424869001431489,0.29795870445118244
2018-11-02,327,0.010359171034146342,263.16403438679527,260.4246520996094,0,0.23349087189837658,0.2154845882390706
2018-11-05,284,0.048011890413953505,260.9514685752251,261.8614196777344,1,0.24182042938975035,0.2808391782942421
2018-11-06,239,0.12355842161515151,261.7943486888959,263.5184326171875,1,0.2514268436444045,0.411966827453956
2018-11-07,372,0.0588238908,265.8555364720064,269.1600646972656,1,0.2841338029826115,0.2996057870424372
2018-11-08,374,0.06949161366734692,268.2979712640458,268.6715393066406,1,0.2813016118967595,0.318121970369996
2018-11-09,400,0.1706547772862745,267.2635845131332,266.0471496582031,0,0.26608690021391834,0.4937129288956882
2018-11-12,321,0.027851647037500007,265.5011320419085,261.0759582519531,0,0.23726677283255038,0.24584663425007397
2018-11-13,279,-0.07072735285121952,261.5740892690764,260.5875244140625,0,0.23443511251714177,0.0747410612159211
2018-11-14,331,0.004742239395238097,262.5989721265326,258.80596923828125,0,0.22410667353601577,0.2057351658686471
2018-11-15,354,-0.014773776229729734,257.4458248023259,261.50701904296875,1,0.23976581700344357,0.17186082102214678
2018-11-16,275,0.0288394796755102,260.3288783987643,262.18707275390625,1,0.24370837985683713,0.24756123543064362
2018-11-19,434,0.02797246086315789,261.5357031556133,257.7522888183594,0,0.2179980365032066,0.24605633326196266
2018-11-20,587,-0.008864664981250003,254.1700008005487,252.9822998046875,0,0.19034436563289692,0.1821173854774064
2018-11-21,320,-0.03116501623695652,254.64891957436535,253.84434509277344,0,0.19534201166598053,0.1434102127045247
2018-11-23,154,-0.11378789690384616,252.08191638267604,252.1489715576172,1,0.1855132045955521,0.0
2018-11-26,310,0.08660639035714286,254.57231713995063,256.21978759765625,1,0.20911347005154313,0.34782843600836566
2018-11-27,268,0.041682797658974376,255.1086882353235,257.0818176269531,1,0.21411102762288636,0.26985364340497064
2018-11-28,464,0.1536954228555556,258.23121111047936,263.0011901855469,1,0.24842816756281372,0.46427623283026676
2018-11-29,282,0.0946492117375,262.1678806279746,262.426513671875,1,0.24509652148974537,0.3617885244922297
2018-11-30,274,0.1896984488733333,262.263687108951,264.0260925292969,1,0.2543699657529219,0.5267674165985076
2018-12-03,532,0.1256125034264151,268.46080993187303,267.5221252441406,0,0.27463796590366063,0.41553213898858343
2018-12-04,493,-0.05121722083428567,266.63137220055773,258.8537902832031,0,0.22438391263093904,0.10860519376441373
2018-12-06,350,-0.050338084726923096,254.70643935189875,258.46112060546875,1,0.22210743819930112,0.1101311281682431
2018-12-07,294,-0.033557987075,258.0970987520946,252.4554901123047,0,0.18729022403997342,0.13925668460057097
2018-12-10,346,0.061519179216216205,252.26392438922582,252.93441772460938,1,0.19006677269101147,0.30428405390931135
2018-12-11,293,0.020479470987804865,256.37300879640884,252.9918670654297,0,0.19039983114422965,0.23305059849280627
2018-12-12,219,0.0868302191257143,256.19102701329183,254.26577758789062,0,0.19778523647857882,0.3482169401497262
2018-12-13,270,-0.017978514469767438,255.28109569979472,254.17959594726562,0,0.19728560456788125,0.16629829174506836
2018-12-14,358,-0.008002912613953484,251.8712109543961,249.48622131347656,0,0.1700761000969364,0.18361314657040043
2018-12-17,369,0.07736912827884616,248.46135132443382,244.5917205810547,0,0.14170058142363606,0.33179513253645176
2018-12-18,359,0.01166612797826087,246.3541283679307,244.32351684570312,0,0.14014568940976746,0.21775309996171055
2018-12-19,536,0.0468145549122449,244.40971903812712,240.6645965576172,0,0.11893336017852296,0.2787609387364737
2018-12-20,391,0.12695175214523813,239.3236378646068,236.7470703125,0,0.09622178136822357,0.41785670020068894
2018-12-21,383,0.15129429833773586,237.7153159525121,231.89622497558594,0,0.06809935173467285,0.460108552218659
2018-12-24,300,0.06596941277777775,230.2969202628124,225.76882934570312,0,0.03257621288565571,0.3120084147219223
2018-12-26,283,-0.0022052907200000036,227.3392422486901,237.17579650878906,1,0.09870729089281083,0.19367619668776906
2018-12-27,180,0.052162886870833335,233.69783992452497,238.99667358398438,1,0.10926369577936668,0.28804414718436
2018-12-28,227,0.03405892776666666,240.4514379798191,238.68836975097656,0,0.10747632631129944,0.25662073753116693
2018-12-31,102,0.15944659722083335,240.43217361093755,240.7790069580078,1,0.11959664630926126,0.47425866302839237
2019-01-02,224,0.009476272674074079,236.98310093341885,241.02947998046875,1,0.12104874578059621,0.21395212361677163
2019-01-03,405,0.1305053910590909,239.15078675842605,235.27783203125,0,0.08770397729293289,0.42402482346626913
2019-01-04,359,0.16288964185,238.5342212628963,243.15866088867188,1,0.13339252013521907,0.48023482554698915
2019-01-07,375,0.11954429270476193,243.4476925135205,245.0758819580078,1,0.14450747245168705,0.4049994223451549
2019-01-08,444,0.012083249607317074,247.42662208069635,247.37843322753906,0,0.15785634910258217,0.2184771064483372
2019-01-09,562,0.12516804455952388,248.13955367669385,248.53456115722656,1,0.1645589182615288,0.41476068270280875
2019-01-10,332,0.06339160409574471,246.88710335537823,249.41127014160156,1,0.1696415760272929,0.30753405981662213
2019-01-11,352,0.05299863390232559,248.25516019585183,249.50762939453125,1,0.17020021191894585,0.2894947702876224
2019-01-14,356,0.08792892010666666,247.4651704623739,247.9854278564453,1,0.1613753571421621,0.35012397776576265
2019-01-15,418,0.05976045062040814,248.39006753118568,250.82752990722656,1,0.1778522409393506,0.30123139295173423
2019-01-16,553,0.06315086785892858,251.28992634688845,251.43446350097656,1,0.18137089513196814,0.3071162090391035
2019-01-17,540,0.06477090539199999,250.499972111563,253.34205627441406,1,0.1924300280901412,0.30992814110116473
2019-01-18,454,0.10588195361774193,255.28820103727907,256.71405029296875,1,0.2119789227518467,0.381285422800522
2019-01-22,302,0.09463754138000001,255.13402981576223,253.24569702148438,0,0.19187139219848848,0.3617682680155987
2019-01-23,317,0.09244274424821426,254.353649428117,253.7755889892578,0,0.1949434030630055,0.3579587140400883
2019-01-24,554,0.0039689279518518375,253.58288545423375,253.9104461669922,1,0.1957252279260977,0.20439291348422609
2019-01-25,446,-0.016370579337931034,255.8951343628544,256.0589294433594,1,0.2081809063825324,0.1690892174234095
2019-01-28,483,0.0726364493517857,253.7563459331126,254.11280822753906,1,0.19689840752943888,0.32358052556422173
2019-01-29,542,0.12420049844117645,254.2669447724944,253.7755889892578,0,0.1949434030630055,0.41308129324659915
2019-01-30,729,0.07641129810517244,255.4038170991988,257.7930908203125,1,0.21823458319747102,0.3301326072428208
2019-01-31,787,0.02139261031846154,257.72565843355846,260.05712890625,1,0.23136018241518608,0.23463555298218441
2019-02-01,427,-0.00679294737540984,260.2690777086894,260.182373046875,0,0.23208627638172374,0.1857133078190043
2019-02-04,363,0.07237745999375002,260.230507177324,262.0128479003906,1,0.24269832370309352,0.32313099247333554
2019-02-05,386,0.07336554976491227,262.4753424308973,263.1112060546875,1,0.24906597671227004,0.3248460399651417
2019-02-06,407,-0.025790049136,262.81253211921126,262.76434326171875,0,0.24705506442580116,0.15273965231019193
2019-02-07,307,0.05467618275384615,261.030218754195,260.2594909667969,0,0.23253336201852726,0.29240652591363026
2019-02-08,314,0.17247612108095242,258.92030147264495,260.577392578125,1,0.2343763739214082,0.4968742723261588
2019-02-11,309,0.022897052404081644,261.28069589921387,260.7218933105469,0,0.2352141066045359,0.23724684367743704
2019-02-12,397,0.004161708865517255,262.45606965587854,264.0746154785156,1,0.2546512740879108,0.20472752723299614
2019-02-13,371,0.0928588051727273,264.9705520356654,264.9320068359375,0,0.2596219392901229,0.3586808794402879
2019-02-14,440,0.14438425078070177,263.766330350411,264.3443908691406,1,0.25621527766105756,0.4481146422756259
2019-02-15,340,0.0676911966355932,266.2519076993167,267.2249755859375,1,0.2729152619679447,0.31499694994712274
2019-02-19,240,0.11005713367659577,266.3675524208153,267.68743896484375,1,0.27559636040091573,0.3885323676599484
2019-02-20,308,0.040435648490384606,267.6488987761338,268.2269592285156,1,0.2787241906237279,0.26768894125348297
2019-02-21,243,0.116803771336,267.54295099854005,267.273193359375,0,0.27319480106812244,0.4002426437235044
2019-02-22,237,0.09730478301166666,267.9379121013628,268.9302673339844,1,0.282801569169739,0.36639785350867593
2019-02-25,325,0.014454052538461538,270.462120801083,269.2963562011719,0,0.28492394324931647,0.22259215726587894
2019-02-26,318,0.0615552537709091,268.9206152535211,269.1036682128906,1,0.2838068483894922,0.3043466692468543
2019-02-27,310,0.05325916849516128,268.33291677908136,268.9880676269531,1,0.28313666224299006,0.2899469854739469
2019-02-28,272,-0.03555636849811321,268.7567876101818,268.4870300292969,0,0.28023193252987677,0.1357880533613762
2019-03-01,347,0.005416771016000005,270.18271004972854,270.1634521484375,0,0.2899508701185265,0.2069059641079314
2019-03-04,442,0.03389241271538461,271.30033168874354,269.1807861328125,0,0.2842539340262955,0.2563317139734052
2019-03-05,371,0.12903312520408158,269.31563568079434,268.81463623046875,0,0.2821312060997556,0.4214693817082441
2019-03-06,269,0.070520273092,268.93990177799395,267.18646240234375,0,0.27269198453476484,0.31990743543366
2019-03-07,306,0.214679239065625,266.7047036131309,264.9512939453125,0,0.2597337549301941,0.5701270816947563
2019-03-08,231,0.10886110677959182,262.9569925800576,264.42138671875,1,0.2566616556039363,0.3864563994739541
2019-03-11,557,0.03525411456222221,265.19217721522335,268.255859375,1,0.2788917371603534,0.2586952475360081
2019-03-12,566,0.04533936157090909,268.8531906499312,269.2674560546875,1,0.28475639671269093,0.276200415680951
2019-03-13,570,0.09622059671111112,270.2213042786049,271.0498352050781,1,0.2950896126278073,0.3645160093183134
2019-03-14,367,0.018065186245098033,271.0786536164605,270.8763427734375,0,0.2940838026376107,0.22886007541147263
2019-03-15,459,0.03322753578,271.46959741011347,272.2146911621094,1,0.3018427819023557,0.2551776735676941
2019-03-19,566,0.052039005052941206,274.3435359052402,273.2694091796875,0,0.3079574343335232,0.2878291229960149
2019-03-20,598,0.025639302482539674,273.0371922194131,272.4468994140625,0,0.30318899267023713,0.242006622855631
2019-03-21,884,0.06365809066612901,271.5663504739557,275.52410888671875,1,0.32102889496601406,0.30799660597131007
2019-03-22,543,0.014808969459375,274.0629260143367,270.2212829589844,0,0.29028614011525855,0.2232081937767075
2019-03-25,307,0.06093598595531915,269.85354986520156,270.01806640625,1,0.289108006654446,0.30327179351705646
2019-03-26,373,0.07027186693508775,271.90502118927986,272.03082275390625,1,0.30077681792857636,0.31947627181999316
2019-03-27,318,0.09182700878666668,272.02109366948895,270.6083068847656,0,0.29252988370288824,0.3568899694889721
2019-03-28,244,0.03198221823999999,271.2856869528469,271.634033203125,1,0.2984764588269868,0.2530161506111646
2019-03-29,269,0.06826400836615382,273.2597762181015,273.34686279296875,1,0.3084064661286188,0.3159911909062408
2019-04-01,400,0.08572950256349206,275.4950914598943,276.5885314941406,1,0.3271998090641792,0.346306404048327
2019-04-02,327,0.08141654308510637,276.7917428659247,276.7239990234375,0,0.32798517239689384,0.3388203126510181
2019-04-03,673,0.04097987637462686,278.03034955403325,277.1594543457031,0,0.33050969354906923,0.2686335686497799
2019-04-04,598,-0.020884658180357164,277.50780568046986,277.8948669433594,1,0.33477319559722396,0.16125403905959396
2019-04-05,384,-0.015882098435999997,278.6109509789344,279.23992919921875,1,0.34257109802781627,0.16993708364984209
2019-04-08,534,0.06408264688039214,278.7851570584824,279.4528503417969,1,0.3438054931556267,0.3087335168185362
2019-04-09,473,0.030734484425490195,278.4174383419608,278.02069091796875,0,0.33550265110990307,0.2508504336778747
2019-04-10,468,0.14452269781346153,278.4658183827993,278.9690246582031,1,0.341000548285868,0.4483549476033527
2019-04-11,402,0.02512483667166667,279.4915204477848,278.8915710449219,0,0.3405515164907724,0.24111365409478663
2019-04-12,908,0.1057186793074627,280.6237035209329,280.7785339355469,1,0.3514910491757046,0.38100202426276425
2019-04-15,777,0.1105541701,280.85592523237665,280.59466552734375,0,0.3504250852019255,0.38939508387883304
2019-04-16,1291,0.08352372023595504,281.54299987930256,280.7785339355469,0,0.3514910491757046,0.342477782845354
2019-04-17,747,0.09661426967179484,281.97842642767347,280.09149169921875,0,0.3475079708451334,0.3651993154748161
2019-04-18,360,0.15872554068360656,280.7204963845595,280.64306640625,0,0.35070568584299,0.47300711054630706
2019-04-22,435,0.055175197649056616,279.82050727071197,280.8849182128906,1,0.35210780443090717,0.29327267620622754
2019-04-23,832,0.04783046163974361,281.2816719837079,283.4105529785156,1,0.3667499917288273,0.28052426868457764
2019-04-24,1048,0.05110226594698793,283.3235079015234,282.7816162109375,0,0.36310377570631847,0.28620320589715437
2019-04-25,1186,0.07880668101647058,282.6751962459362,282.6074523925781,0,0.36209407339953703,0.3342903220313311
2019-04-26,835,0.08324762266578947,282.6558192389912,283.9234619140625,1,0.36972354467609825,0.3419985546830695
2019-04-29,1020,0.1771099656868421,284.02021452215325,284.3685607910156,1,0.37230397364830914,0.5049173305590178
2019-04-30,1055,0.09426663326081082,284.00087005467,284.51373291015625,1,0.37314559864802166,0.36112447525701397
2019-05-01,843,0.08450053291325303,285.19110039343184,282.37518310546875,0,0.3607475087846932,0.344173256456212
2019-05-02,680,0.13038017431250007,282.24933682971005,281.7655029296875,0,0.3572129314787742,0.42380748221505865
2019-05-03,473,0.14799554332037038,283.35253702817323,284.5234069824219,1,0.37320168339153836,0.45438283611094055
2019-05-06,385,0.05141474439655175,279.8979573587673,283.3525390625,1,0.36641366019120825,0.28674558109099685
2019-05-07,541,0.004406196166666662,280.76882934256565,278.62060546875,0,0.33898061290186177,0.20515188880909213
2019-05-08,489,0.08503190611454549,278.2335510253906,278.2335510253906,0,0.3367366923907511,0.34509557171813166
2019-05-09,280,0.08655502242142858,276.0079350589661,277.3916931152344,1,0.33185608124043187,0.34773927563865314
2019-05-10,298,0.10938776013728813,276.3853289828087,278.78515625,1,0.3399345843120889,0.3873705224074461
2019-05-13,388,0.0457398090557377,273.28879448745664,271.7792053222656,0,0.29931808382669933,0.2768954805166567
2019-05-14,260,0.12262582088474579,272.8726757115426,274.2370910644531,1,0.31356750099652153,0.4103480934176169
2019-05-15,321,0.1309258891019608,272.4856054503832,275.8434143066406,1,0.3228800453490268,0.4247546904629542
2019-05-16,516,0.08248854334090905,276.59819360896296,278.3980712890625,1,0.33769048687749703,0.3406810052759071
2019-05-17,357,0.12808896407962964,275.9208252715021,276.5981750488281,1,0.32725571688421473,0.41983058206107493
2019-05-20,399,0.057623133451388905,274.8757469233032,274.7693176269531,0,0.3166530465073447,0.297521608115475
2019-05-21,402,0.10834602992631581,276.5884844244928,277.24652099609375,1,0.33101445624071935,0.3855623701143957
2019-05-22,452,0.04052485856562501,276.22078537946834,276.39495849609375,1,0.3260775834234022,0.26784378499364725
2019-05-23,498,0.07234224137704919,274.0048328447325,273.017822265625,0,0.30649887715512714,0.32306986280475636
2019-05-24,270,0.035443828961111125,274.5660989739642,273.63714599609375,0,0.31008936228108164,0.25902453867277514
2019-05-28,447,0.15210072567500002,273.93710914584443,271.0921630859375,0,0.2953350054961281,0.46150828453293236
2019-05-29,433,0.12717225774754096,269.8923014679691,269.2729797363281,0,0.2847884198627746,0.41823943625483695
2019-05-30,313,0.07910415980350875,270.08579277795184,270.0083923339844,0,0.2890519219109293,0.33480666200616477
2019-05-31,314,0.03644134998103448,267.2699182995372,266.3699645996094,0,0.2679583967972605,0.26075595617467995
2019-06-03,645,0.05458784908333331,266.4086612695179,265.6925964355469,0,0.2640314032102058,0.2922532033669583
2019-06-04,409,0.04289875082692307,268.1601485145747,271.45989990234375,1,0.2974669334436866,0.2719641980243056
2019-06-05,376,-0.008064238916666671,273.20167429225324,273.8113098144531,1,0.3110990645878631,0.18350670126075383
2019-06-06,466,0.22186233975846154,274.1306384759494,275.591796875,1,0.32142131124714957,0.582594935513493
2019-06-07,381,0.1979013748745762,276.6852804117331,278.34967041015625,1,0.33740988623643253,0.5410054019258473
2019-06-10,447,-0.008078799173584901,280.0140448817271,279.6269836425781,0,0.34481501853892693,0.1834814287269857
2019-06-11,360,0.029194778090740767,281.5816876105956,279.55926513671875,0,0.3444224253343102,0.24817793410890956
2019-06-12,282,0.027756630263414645,279.307682360649,279.0657653808594,0,0.34156139572103483,0.24568171170474398
2019-06-13,499,0.11855749977169812,280.04308150585456,280.2172546386719,1,0.34823707251085034,0.4032866258015854
